ID,Material,Film_Thickness_nm,Deposition_Method,Substrate,Refractive_Index,Bandgap_eV,Surface_Roughness_nm,Electrical_Conductivity_S_cm,Optical_Transmittance_%,Application,Source
462_A723,ZnO,101.3,Sputtering,Silicon Wafer,2.3,2.5,2.6,93.795457,72.4,Sensors,S18
1310_A724,SiO2,144.9,ALD,Quartz,1.7,1.24,2.28,101.287706,70.7,Optoelectronics,S10
1436_A725,Graphene,138.8,Sputtering,Glass,1.66,3.03,1.04,78.293233,94.01,Sensors,S7
158_A726,SnO2,104.2,ALD,Silicon Wafer,2.71,2.1,2.26,5.843955,97.02,Optoelectronics,S14
1912_A727,MoS2,82.9,Spin Coating,PET,2.24,3.66,3.79,12.642917,88.6,Optoelectronics,S9
2360_A728,Graphene,126.2,Sputtering,Quartz,1.93,3.53,2.95,63.074982,71.68,Transparent Conductors,S7
678_A729,ITO,112.7,CVD,Glass,2.53,1.35,2.66,57.818375,80.45,Optoelectronics,S12
2849_A730,SiO2,160.8,ALD,Quartz,3.0,3.27,1.93,14.408179,84.15,Solar Cells,S16
1873_A731,ZnO,127.4,Spin Coating,PET,2.13,2.47,2.84,7.694501,87.15,Optoelectronics,S22
239_A732,MoS2,110.8,CVD,PET,1.66,2.95,0.54,19.014908,95.64,Solar Cells,S3
2918_A733,TiO2,97.3,ALD,PET,1.7,3.76,1.22,85.342117,72.15,Transparent Conductors,S4
1092_A734,ZnO,172.8,CVD,Silicon Wafer,2.92,1.56,0.83,82.907766,81.65,Optoelectronics,S4
2871_A735,Al2O3,87.8,CVD,Glass,1.71,2.99,2.3,21.390067,87.0,Transparent Conductors,S12
101_A736,TiO2,61.1,Spin Coating,Quartz,2.68,2.35,1.29,3.218547,94.3,Optoelectronics,S2
316_A737,Al2O3,166.1,Thermal Evaporation,PET,1.55,3.51,3.33,52.113996,83.56,Optoelectronics,S17
1024_A738,SnO2,67.7,Spin Coating,Silicon Wafer,2.18,1.54,4.25,52.82548,73.3,Solar Cells,S21
2747_A739,SnO2,104.0,Sputtering,PET,1.82,1.83,3.32,0.068049,93.65,Transparent Conductors,S25
768_A740,MoS2,143.9,CVD,Glass,1.9,3.56,0.69,69.050984,89.08,Solar Cells,S20
1345_A741,MoS2,95.0,ALD,Silicon Wafer,1.61,3.44,1.49,30.041456,79.93,Optoelectronics,S12
262_A742,SnO2,68.6,Thermal Evaporation,Quartz,1.64,2.08,1.78,39.794364,81.35,Transparent Conductors,S22
1452_A743,ITO,114.7,CVD,Quartz,2.2,1.72,2.17,0.77698,90.41,Optoelectronics,S17
2835_A744,Graphene,70.2,Sputtering,PET,2.91,2.34,2.93,69.338728,86.07,Sensors,S7
196_A745,MoS2,127.9,Sputtering,Glass,2.17,2.92,4.43,30.219857,82.94,Solar Cells,S14
1776_A746,ITO,114.3,Spin Coating,Quartz,1.6,2.67,2.35,67.94097,85.84,Transparent Conductors,S12
2842_A747,TiO2,108.4,Spin Coating,Glass,2.83,2.86,3.73,66.543228,88.93,Sensors,S9
1736_A748,MoS2,96.1,ALD,Silicon Wafer,2.95,1.9,1.62,32.226817,79.26,Optoelectronics,S24
180_A749,MoS2,82.7,CVD,PET,2.69,3.68,3.07,20.709177,83.8,Sensors,S8
2923_A750,Graphene,164.6,ALD,Quartz,1.68,3.7,1.25,50.302663,88.1,Optoelectronics,S23
341_A751,Al2O3,88.8,Thermal Evaporation,Glass,1.98,1.55,3.53,55.227609,82.26,Solar Cells,S14
1100_A752,SnO2,93.6,ALD,Quartz,2.3,1.64,4.34,7.041677,76.56,Transparent Conductors,S19
1544_A753,MoS2,127.6,CVD,PET,2.01,1.37,2.2,20.958655,85.65,Transparent Conductors,S22
749_A754,ITO,150.2,CVD,PET,2.61,2.9,2.18,42.646252,71.19,Solar Cells,S13
2756_A755,Al2O3,81.0,ALD,PET,2.26,1.72,2.13,44.107354,73.46,Optoelectronics,S21
663_A756,ITO,81.1,ALD,Silicon Wafer,2.67,2.18,3.95,89.605075,95.66,Solar Cells,S5
481_A757,ZnO,128.0,Spin Coating,PET,1.99,1.68,4.57,72.741711,87.33,Sensors,S4
2139_A758,MoS2,81.1,Sputtering,Silicon Wafer,3.0,2.01,5.0,57.834349,82.32,Transparent Conductors,S13
872_A759,Al2O3,73.8,Spin Coating,PET,2.5,3.74,4.8,100.959964,84.39,Transparent Conductors,S17
1454_A760,Graphene,39.3,Thermal Evaporation,Silicon Wafer,1.91,1.78,3.97,39.164246,90.7,Solar Cells,S21
2953_A761,TiO2,72.4,ALD,Quartz,1.93,1.98,2.08,91.672495,93.3,Transparent Conductors,S11
550_A762,SnO2,128.3,ALD,PET,2.05,2.79,0.93,91.310488,69.32,Solar Cells,S7
2021_A763,ITO,99.2,Sputtering,PET,2.78,1.18,1.67,67.44318,73.52,Sensors,S2
2709_A764,SnO2,80.8,Thermal Evaporation,Glass,2.38,1.58,1.06,37.633023,87.09,Sensors,S18
743_A765,Graphene,74.4,Thermal Evaporation,Quartz,2.34,1.33,1.16,68.218396,84.38,Optoelectronics,S15
2416_A766,TiO2,78.1,ALD,Quartz,2.11,4.02,4.5,41.412347,76.45,Solar Cells,S17
2638_A767,SnO2,50.6,Sputtering,PET,2.91,3.56,2.0,57.700992,96.7,Transparent Conductors,S1
2567_A768,MoS2,34.3,Sputtering,Silicon Wafer,2.45,3.2,2.42,38.739666,80.71,Optoelectronics,S14
2293_A769,Graphene,115.4,CVD,Quartz,2.71,2.64,3.46,57.369607,79.75,Sensors,S20
1910_A770,SiO2,69.6,Sputtering,PET,2.05,2.49,2.89,49.076456,84.71,Sensors,S2
791_A771,SiO2,96.3,Sputtering,Glass,2.59,1.13,3.86,49.602166,79.29,Optoelectronics,S12
2121_A772,SnO2,43.9,Thermal Evaporation,Glass,2.65,3.45,3.54,16.782864,91.38,Optoelectronics,S9
1447_A773,MoS2,127.8,CVD,Silicon Wafer,2.16,1.0,4.19,92.790613,81.29,Solar Cells,S9
248_A774,Al2O3,90.9,Spin Coating,PET,2.58,2.05,1.72,67.007038,83.51,Transparent Conductors,S16
830_A775,TiO2,32.8,Thermal Evaporation,PET,2.94,3.48,2.17,71.535076,71.91,Solar Cells,S16
1125_A776,SnO2,87.3,ALD,PET,1.96,2.65,3.55,56.596699,84.4,Transparent Conductors,S10
2721_A777,MoS2,98.5,ALD,PET,1.88,2.71,0.62,61.802301,91.21,Transparent Conductors,S21
627_A778,Al2O3,78.9,ALD,PET,2.5,2.35,0.91,18.546155,72.87,Transparent Conductors,S2
348_A779,Graphene,98.8,ALD,PET,2.65,1.76,4.27,90.275422,79.45,Solar Cells,S12
279_A780,ITO,81.1,Spin Coating,PET,1.62,3.71,2.99,12.355721,78.06,Transparent Conductors,S25
1784_A781,ITO,108.8,CVD,Silicon Wafer,2.5,2.57,3.9,31.545564,82.56,Solar Cells,S19
2281_A782,Graphene,86.1,Sputtering,Glass,2.93,1.58,2.78,59.447252,91.05,Optoelectronics,S3
656_A783,ITO,62.6,Spin Coating,Quartz,2.7,3.66,3.0,58.477581,78.81,Transparent Conductors,S3
1214_A784,MoS2,77.0,Thermal Evaporation,Glass,2.83,1.71,3.91,54.0929,74.87,Optoelectronics,S15
839_A785,SnO2,90.7,Sputtering,Glass,2.02,1.63,0.78,83.901479,87.04,Optoelectronics,S18
2625_A786,SnO2,118.6,CVD,PET,1.53,3.1,2.4,5.539415,76.08,Transparent Conductors,S3
2589_A787,ITO,103.6,Thermal Evaporation,PET,2.41,3.47,3.18,29.154182,92.45,Sensors,S2
2351_A788,MoS2,68.1,Thermal Evaporation,Quartz,2.66,3.09,1.27,27.198724,72.89,Transparent Conductors,S17
1710_A789,ITO,62.9,Sputtering,PET,2.0,2.04,1.11,76.086185,91.11,Sensors,S18
2024_A790,Al2O3,82.5,Spin Coating,Quartz,2.53,1.05,1.51,81.19865,92.41,Solar Cells,S1
977_A791,SiO2,91.0,Spin Coating,Silicon Wafer,2.09,3.72,2.97,64.875384,76.38,Sensors,S4
446_A792,Graphene,91.8,Spin Coating,Glass,2.99,2.61,1.02,87.963212,92.33,Solar Cells,S24
618_A793,TiO2,119.0,Sputtering,Silicon Wafer,1.91,2.32,4.39,50.501034,81.44,Sensors,S25
1475_A794,Graphene,71.2,Thermal Evaporation,Silicon Wafer,1.64,3.29,1.46,80.429658,86.58,Solar Cells,S5
1779_A795,ZnO,116.6,Spin Coating,Glass,2.49,3.35,0.93,83.284754,88.56,Optoelectronics,S2
2518_A796,Graphene,134.9,Sputtering,PET,1.8,2.5,1.36,27.158636,79.74,Solar Cells,S22
1245_A797,Graphene,119.2,CVD,PET,2.55,3.88,3.1,49.722359,75.17,Optoelectronics,S13
2996_A798,ITO,119.2,Sputtering,PET,2.28,1.36,3.29,20.210457,83.37,Solar Cells,S21
2553_A799,SnO2,79.0,Spin Coating,Glass,1.67,2.72,1.61,76.136427,80.3,Optoelectronics,S8
548_A800,SiO2,96.7,Thermal Evaporation,Glass,2.16,1.2,1.75,56.088561,77.93,Transparent Conductors,S1
2211_A801,SnO2,110.3,Thermal Evaporation,Silicon Wafer,2.14,1.76,3.22,34.533224,86.34,Sensors,S15
1624_A802,MoS2,91.4,ALD,Quartz,1.9,1.46,2.99,81.880553,86.34,Sensors,S8
264_A803,MoS2,102.9,Sputtering,Quartz,2.82,2.29,2.57,40.184218,90.03,Optoelectronics,S15
1398_A804,SnO2,53.2,Sputtering,Silicon Wafer,2.99,3.76,3.49,14.470387,92.07,Optoelectronics,S22
2354_A805,SnO2,73.1,Thermal Evaporation,Quartz,1.88,2.55,2.79,56.706905,76.08,Solar Cells,S1
1816_A806,TiO2,70.4,Thermal Evaporation,Silicon Wafer,1.66,3.52,2.84,40.389377,72.6,Sensors,S23
354_A807,SnO2,147.5,Spin Coating,PET,1.67,3.97,2.29,3.746647,86.85,Sensors,S14
1076_A808,SnO2,149.6,Thermal Evaporation,PET,2.32,2.22,3.58,79.04961,90.18,Sensors,S22
209_A809,ZnO,90.4,ALD,Silicon Wafer,1.77,1.27,3.65,68.122962,85.56,Solar Cells,S5
614_A810,SiO2,71.8,Sputtering,Silicon Wafer,2.3,3.18,1.96,92.599059,73.61,Transparent Conductors,S16
2091_A811,Al2O3,85.7,ALD,Glass,1.79,1.63,1.72,100.719553,76.56,Transparent Conductors,S21
2100_A812,MoS2,103.2,Spin Coating,Silicon Wafer,2.22,2.52,1.85,22.196783,82.87,Optoelectronics,S7
1499_A813,ZnO,142.1,ALD,Glass,1.58,3.58,2.79,91.134421,71.08,Optoelectronics,S8
1136_A814,Graphene,52.0,CVD,PET,2.02,1.76,2.19,71.13239,70.29,Solar Cells,S23
2881_A815,TiO2,113.7,ALD,PET,2.91,1.26,1.11,25.888725,89.21,Sensors,S11
2079_A816,Graphene,88.2,Sputtering,Silicon Wafer,1.88,1.02,1.82,29.201292,92.58,Sensors,S2
58_A817,TiO2,132.5,Sputtering,Silicon Wafer,2.24,2.08,2.3,83.2559,76.65,Transparent Conductors,S19
2484_A818,ITO,112.8,ALD,Quartz,1.77,1.19,4.03,11.122137,83.92,Sensors,S21
812_A819,ZnO,89.9,Sputtering,Silicon Wafer,1.53,3.0,2.73,5.296252,72.5,Solar Cells,S24
2196_A820,Graphene,76.0,Spin Coating,PET,2.59,3.28,2.7,47.536703,75.89,Optoelectronics,S23
562_A821,TiO2,69.7,Sputtering,Glass,1.87,2.05,4.82,34.995461,89.23,Transparent Conductors,S8
2944_A822,TiO2,88.1,Spin Coating,Silicon Wafer,1.53,1.58,3.09,72.864068,93.86,Optoelectronics,S20
230_A823,ZnO,31.8,ALD,Silicon Wafer,1.85,1.1,0.81,81.455078,71.97,Solar Cells,S16
2510_A824,ZnO,155.5,Spin Coating,Silicon Wafer,2.13,3.75,1.99,38.224895,85.94,Transparent Conductors,S9
1722_A825,TiO2,117.4,ALD,Glass,2.1,3.38,3.15,8.039741,91.34,Transparent Conductors,S20
2180_A826,SiO2,94.9,ALD,Glass,1.86,2.81,2.41,70.491737,75.59,Optoelectronics,S25
1451_A827,SiO2,103.6,ALD,PET,2.92,3.38,3.02,48.284167,79.81,Solar Cells,S20
1235_A828,Graphene,107.8,Spin Coating,Quartz,2.48,3.05,0.52,96.406855,93.01,Sensors,S5
1072_A829,MoS2,109.2,CVD,Quartz,1.9,3.8,2.32,50.642622,87.65,Sensors,S17
2850_A830,SnO2,104.6,Thermal Evaporation,Glass,2.85,1.82,0.92,77.696756,75.89,Optoelectronics,S8
1038_A831,ITO,164.5,Thermal Evaporation,Silicon Wafer,2.53,1.95,2.75,65.748047,71.57,Solar Cells,S15
890_A832,MoS2,131.2,Spin Coating,Glass,1.94,3.19,4.56,9.390621,86.54,Transparent Conductors,S17
1054_A833,SiO2,115.1,Sputtering,Quartz,1.73,2.65,3.01,84.476411,69.91,Transparent Conductors,S2
708_A834,TiO2,116.0,CVD,Quartz,2.28,1.83,1.01,18.626576,91.46,Solar Cells,S3
425_A835,SnO2,104.2,CVD,Quartz,1.52,1.77,2.4,63.740904,81.72,Solar Cells,S21
70_A836,ITO,106.3,ALD,Quartz,1.85,2.89,4.86,53.11323,77.35,Optoelectronics,S22
2250_A837,TiO2,61.5,ALD,Silicon Wafer,2.46,1.94,4.6,45.082642,81.14,Solar Cells,S1
2536_A838,TiO2,132.2,CVD,Silicon Wafer,2.45,1.21,1.54,34.117825,86.21,Solar Cells,S22
2840_A839,SnO2,67.8,Thermal Evaporation,Silicon Wafer,2.62,3.28,3.37,93.016629,73.04,Optoelectronics,S23
2407_A840,ZnO,117.3,Spin Coating,PET,2.58,2.72,1.37,53.633236,81.2,Sensors,S18
2964_A841,ZnO,98.0,ALD,Silicon Wafer,2.48,3.58,1.97,85.49407,72.65,Transparent Conductors,S16
2582_A842,Al2O3,105.6,Thermal Evaporation,Silicon Wafer,1.88,2.64,4.1,57.659839,91.37,Transparent Conductors,S1
2093_A843,SiO2,100.8,Sputtering,Silicon Wafer,2.1,2.83,2.74,43.823442,91.46,Solar Cells,S6
941_A844,SnO2,145.9,Spin Coating,PET,2.19,3.26,2.79,39.522039,86.66,Optoelectronics,S7
621_A845,TiO2,83.3,Thermal Evaporation,PET,1.84,2.77,1.15,9.427498,88.96,Optoelectronics,S13
2520_A846,TiO2,192.0,Sputtering,PET,2.56,1.77,3.21,7.75408,72.47,Solar Cells,S4
1197_A847,ZnO,131.8,Spin Coating,Silicon Wafer,2.78,3.77,4.3,15.686153,84.72,Optoelectronics,S13
2068_A848,TiO2,33.2,Sputtering,PET,2.1,1.17,1.73,1.965833,87.25,Transparent Conductors,S8
1033_A849,ITO,34.6,Thermal Evaporation,Glass,3.02,2.3,3.53,25.551091,72.29,Optoelectronics,S20
1506_A850,SnO2,146.0,Thermal Evaporation,Glass,2.91,3.77,3.28,59.047364,91.56,Transparent Conductors,S2
1577_A851,SnO2,140.3,ALD,PET,2.85,1.59,2.05,63.074363,86.05,Transparent Conductors,S19
2131_A852,SnO2,88.9,CVD,Silicon Wafer,2.96,3.48,4.54,6.200322,78.59,Optoelectronics,S19
2045_A853,TiO2,101.0,Spin Coating,Silicon Wafer,2.26,1.79,2.76,21.699169,71.26,Transparent Conductors,S22
1396_A854,ITO,138.8,CVD,Quartz,1.65,2.76,3.21,80.808869,79.1,Transparent Conductors,S22
280_A855,ZnO,49.7,Spin Coating,Silicon Wafer,1.5,1.44,1.3,45.338857,70.13,Transparent Conductors,S19
1466_A856,Graphene,104.5,Spin Coating,Glass,2.34,2.51,4.44,5.114619,80.36,Optoelectronics,S8
1504_A857,TiO2,97.6,Thermal Evaporation,Quartz,1.98,1.43,1.84,23.009926,81.94,Sensors,S6
2283_A858,Al2O3,123.6,Sputtering,PET,2.79,1.53,1.21,98.832491,69.64,Sensors,S7
2839_A859,SiO2,79.2,CVD,Glass,2.26,1.2,1.09,71.849774,76.41,Optoelectronics,S3
2724_A860,Graphene,158.3,Spin Coating,Quartz,2.89,2.21,0.61,31.714862,87.77,Transparent Conductors,S3
554_A861,Al2O3,130.5,Spin Coating,PET,2.87,1.06,3.84,44.016742,74.08,Optoelectronics,S14
835_A862,ZnO,142.7,Thermal Evaporation,Glass,1.57,3.85,3.45,40.029179,89.91,Sensors,S10
963_A863,MoS2,134.2,Spin Coating,Glass,2.04,1.43,3.7,36.391336,77.72,Optoelectronics,S15
597_A864,SiO2,88.3,Sputtering,PET,2.89,3.16,1.57,2.406544,88.34,Transparent Conductors,S11
2452_A865,TiO2,134.0,ALD,Glass,2.44,2.87,1.87,104.335681,87.89,Transparent Conductors,S7
803_A866,MoS2,107.0,Thermal Evaporation,Glass,1.51,3.34,2.21,75.675528,93.07,Transparent Conductors,S16
2137_A867,Al2O3,99.4,Spin Coating,PET,1.91,3.15,0.78,34.004102,91.22,Transparent Conductors,S20
2986_A868,MoS2,66.7,CVD,Quartz,2.64,0.93,4.54,76.780363,90.69,Transparent Conductors,S1
2720_A869,Al2O3,113.4,Sputtering,Quartz,2.29,1.4,4.38,1.395163,78.47,Solar Cells,S21
441_A870,ZnO,88.3,CVD,Glass,2.13,4.05,2.27,40.813687,87.34,Transparent Conductors,S7
509_A871,MoS2,120.6,CVD,Quartz,2.55,1.47,3.14,40.150666,69.77,Solar Cells,S22
77_A872,ZnO,79.3,Thermal Evaporation,Glass,1.6,2.27,3.39,4.76332,90.61,Optoelectronics,S14
2482_A873,Graphene,65.6,CVD,Quartz,1.68,1.29,4.64,57.214947,88.67,Transparent Conductors,S7
650_A874,ITO,146.1,Thermal Evaporation,Quartz,1.91,2.7,0.69,80.804534,81.53,Transparent Conductors,S10
523_A875,TiO2,135.8,CVD,Glass,2.96,2.82,0.78,61.994733,87.73,Solar Cells,S6
1488_A876,Graphene,67.0,CVD,Quartz,1.69,2.81,3.1,82.720182,71.11,Transparent Conductors,S23
2209_A877,ITO,149.1,ALD,Quartz,2.15,1.76,4.57,62.340775,88.48,Solar Cells,S12
1495_A878,Al2O3,102.6,Thermal Evaporation,Silicon Wafer,2.61,3.09,4.88,44.551076,93.05,Optoelectronics,S19
655_A879,SnO2,89.2,CVD,Quartz,2.05,2.91,1.49,9.708189,71.71,Sensors,S13
2817_A880,TiO2,130.7,Spin Coating,Glass,2.15,2.62,1.72,90.562729,87.65,Solar Cells,S21
1539_A881,Al2O3,81.7,ALD,PET,1.91,3.93,5.42,36.722775,75.9,Transparent Conductors,S23
1424_A882,ZnO,144.2,CVD,Quartz,1.61,3.74,2.48,57.91515,75.87,Transparent Conductors,S2
1652_A883,TiO2,173.7,ALD,Silicon Wafer,2.38,2.16,2.58,73.730481,88.05,Transparent Conductors,S25
631_A884,SiO2,101.6,ALD,Silicon Wafer,1.72,2.81,4.57,78.698397,82.56,Sensors,S20
2542_A885,Graphene,100.3,Spin Coating,Quartz,2.18,2.67,2.41,61.875926,78.82,Sensors,S24
1508_A886,Al2O3,163.1,Sputtering,Glass,3.01,2.32,3.3,28.461284,77.68,Sensors,S18
2942_A887,TiO2,41.7,Spin Coating,Quartz,2.58,2.69,4.21,89.419523,85.87,Solar Cells,S24
483_A888,TiO2,85.3,CVD,Quartz,2.75,3.53,1.9,67.911635,71.02,Transparent Conductors,S15
1928_A889,Graphene,88.3,CVD,PET,1.78,2.34,3.52,94.211025,91.31,Transparent Conductors,S2
1114_A890,TiO2,68.0,Sputtering,Quartz,2.98,2.89,4.36,45.017884,80.76,Sensors,S8
2564_A891,MoS2,72.8,Sputtering,Glass,2.02,3.06,3.65,10.732392,90.47,Sensors,S24
1089_A892,ZnO,62.0,ALD,PET,1.64,3.61,1.2,24.799319,70.71,Solar Cells,S20
439_A893,MoS2,52.9,Spin Coating,PET,2.21,3.63,1.17,70.506926,75.03,Optoelectronics,S13
1718_A894,Al2O3,76.8,Spin Coating,Glass,2.07,1.8,1.66,8.590403,85.27,Optoelectronics,S25
2444_A895,SiO2,103.8,Thermal Evaporation,Glass,1.62,2.29,1.12,89.728822,71.11,Sensors,S6
857_A896,Al2O3,111.0,ALD,Silicon Wafer,2.38,1.66,4.36,9.948324,81.19,Optoelectronics,S7
1984_A897,ZnO,114.5,ALD,PET,2.74,2.37,1.9,84.52996,86.19,Sensors,S16
167_A898,Al2O3,32.8,Thermal Evaporation,Quartz,2.35,1.95,1.58,37.178083,84.29,Sensors,S18
60_A899,SnO2,110.7,Sputtering,Silicon Wafer,2.18,1.65,2.73,88.391567,73.57,Optoelectronics,S20
612_A900,SnO2,78.1,CVD,PET,1.83,3.07,2.74,76.209885,83.09,Sensors,S13
531_A901,TiO2,106.8,ALD,Silicon Wafer,1.91,3.15,4.39,29.88932,85.32,Optoelectronics,S25
2788_A902,Al2O3,115.5,Thermal Evaporation,Quartz,1.76,1.82,2.26,25.71165,84.79,Solar Cells,S19
50_A903,Graphene,118.6,CVD,Quartz,1.97,1.63,4.13,66.724784,73.63,Optoelectronics,S25
1884_A904,ITO,108.0,Sputtering,Quartz,1.78,3.83,1.37,30.096518,84.33,Solar Cells,S17
1012_A905,TiO2,95.9,Sputtering,Glass,2.02,3.28,5.14,33.787584,87.13,Sensors,S16
859_A906,SiO2,100.2,CVD,Quartz,2.7,1.68,0.53,31.747298,75.85,Transparent Conductors,S16
1018_A907,SiO2,97.5,CVD,Glass,2.49,3.95,3.33,62.333931,94.71,Optoelectronics,S19
49_A908,TiO2,133.1,CVD,Silicon Wafer,2.81,3.35,0.74,2.605209,76.11,Solar Cells,S3
720_A909,SnO2,44.2,Sputtering,Glass,1.5,3.02,4.32,61.032593,92.37,Optoelectronics,S3
2391_A910,Al2O3,83.3,Thermal Evaporation,Quartz,1.73,3.44,2.58,1.95599,79.98,Sensors,S12
2653_A911,ITO,106.6,CVD,Quartz,2.98,3.14,1.37,58.555634,78.18,Optoelectronics,S18
2247_A912,SiO2,146.4,Thermal Evaporation,Glass,2.28,3.43,2.97,74.536357,76.45,Optoelectronics,S20
1160_A913,ITO,67.3,Sputtering,Quartz,1.76,2.88,1.41,67.671585,84.29,Sensors,S18
633_A914,TiO2,69.8,Thermal Evaporation,Silicon Wafer,1.62,2.13,4.05,0.640865,73.74,Solar Cells,S11
1339_A915,ITO,85.8,Spin Coating,Silicon Wafer,2.94,2.67,1.4,73.502162,92.72,Optoelectronics,S5
2128_A916,Graphene,27.7,ALD,Silicon Wafer,2.43,1.27,3.73,14.860854,86.84,Solar Cells,S16
2603_A917,SnO2,112.3,CVD,Silicon Wafer,1.53,3.2,2.67,46.002532,85.32,Transparent Conductors,S14
1437_A918,MoS2,104.5,Thermal Evaporation,PET,2.96,3.36,0.55,27.672479,91.92,Transparent Conductors,S14
26_A919,SiO2,96.4,CVD,PET,2.99,1.9,3.35,32.506256,93.48,Transparent Conductors,S6
2966_A920,Graphene,128.1,Sputtering,Quartz,2.39,1.7,0.82,75.468045,90.12,Optoelectronics,S19
220_A921,Al2O3,121.2,Sputtering,Quartz,1.97,2.95,1.77,15.488056,82.96,Sensors,S13
2819_A922,Al2O3,121.6,Spin Coating,PET,1.9,3.46,3.53,2.865843,91.12,Solar Cells,S16
277_A923,ZnO,96.0,CVD,Glass,1.85,1.62,2.68,84.014305,77.84,Sensors,S16
2158_A924,MoS2,140.2,CVD,PET,1.74,3.04,2.54,27.983921,77.61,Sensors,S15
1481_A925,Al2O3,69.8,Sputtering,Silicon Wafer,2.32,1.1,4.55,10.011042,81.8,Transparent Conductors,S4
1236_A926,ITO,114.3,CVD,Silicon Wafer,1.96,3.7,3.55,21.748808,70.16,Optoelectronics,S2
1594_A927,Graphene,122.7,Sputtering,Silicon Wafer,1.51,2.89,4.25,79.424787,77.59,Optoelectronics,S10
1000_A928,SnO2,103.8,Thermal Evaporation,Quartz,1.87,3.11,0.54,81.416363,73.04,Sensors,S13
2141_A929,Al2O3,82.6,Thermal Evaporation,Silicon Wafer,2.67,3.15,4.6,86.7744,92.72,Optoelectronics,S8
362_A930,MoS2,111.5,Spin Coating,PET,2.32,1.23,3.37,15.16106,82.38,Transparent Conductors,S11
1458_A931,Graphene,136.9,ALD,PET,1.6,2.66,1.77,53.100543,91.61,Solar Cells,S12
1994_A932,MoS2,64.8,CVD,Silicon Wafer,1.83,1.45,3.66,60.882998,68.45,Optoelectronics,S4
1672_A933,ZnO,115.7,CVD,Quartz,1.54,2.09,2.51,54.626482,74.28,Solar Cells,S2
2335_A934,SiO2,147.3,CVD,PET,2.57,3.9,3.38,1.306647,85.1,Optoelectronics,S1
1651_A935,Graphene,96.0,Sputtering,PET,1.94,2.09,0.84,29.46574,91.46,Optoelectronics,S14
1836_A936,SnO2,77.8,CVD,Glass,1.78,4.02,2.93,16.346051,89.1,Optoelectronics,S24
1115_A937,Graphene,128.6,Sputtering,Silicon Wafer,1.59,1.26,1.16,21.529724,88.35,Optoelectronics,S8
1847_A938,TiO2,75.5,CVD,PET,2.26,1.34,1.58,20.290726,74.37,Transparent Conductors,S5
1318_A939,ZnO,132.4,Thermal Evaporation,Quartz,2.73,3.32,3.1,23.121557,83.57,Optoelectronics,S24
2630_A940,Graphene,130.9,Spin Coating,Quartz,2.84,3.41,3.18,87.772161,91.57,Transparent Conductors,S4
298_A941,TiO2,118.3,Spin Coating,Glass,2.27,1.32,1.46,53.163446,78.95,Solar Cells,S10
1314_A942,SnO2,99.0,Thermal Evaporation,Quartz,2.53,2.85,0.82,20.191059,90.74,Solar Cells,S18
938_A943,Al2O3,160.1,ALD,PET,2.45,3.26,2.09,6.623195,86.04,Sensors,S9
241_A944,MoS2,106.6,Spin Coating,Glass,1.68,3.74,3.7,27.045888,87.27,Transparent Conductors,S4
1433_A945,ITO,101.4,CVD,Quartz,2.72,2.51,1.42,66.856247,74.92,Sensors,S8
583_A946,SiO2,106.9,Thermal Evaporation,Glass,1.72,1.63,2.48,53.438581,82.64,Optoelectronics,S25
2907_A947,TiO2,153.1,CVD,Silicon Wafer,2.01,3.16,1.59,58.087124,77.26,Solar Cells,S17
1955_A948,ITO,126.2,Sputtering,PET,2.96,1.44,1.45,48.283492,77.12,Transparent Conductors,S8
1335_A949,MoS2,122.5,Spin Coating,Glass,1.91,3.44,0.8,15.698737,82.74,Solar Cells,S8
1730_A950,MoS2,82.3,Spin Coating,Glass,2.35,1.25,4.26,89.946133,76.02,Optoelectronics,S23
1673_A951,Al2O3,143.6,Sputtering,Quartz,3.0,1.88,1.4,47.221273,77.69,Sensors,S22
351_A952,ITO,131.8,ALD,Glass,2.83,2.46,1.62,22.613813,92.86,Optoelectronics,S21
2746_A953,ITO,78.8,CVD,Glass,2.73,2.88,4.33,53.686806,89.8,Sensors,S23
1221_A954,Graphene,74.3,Thermal Evaporation,PET,1.89,3.04,1.27,13.426535,90.95,Sensors,S19
350_A955,ITO,173.2,Spin Coating,PET,1.84,3.61,2.88,7.092058,96.0,Transparent Conductors,S8
1519_A956,Al2O3,44.9,CVD,Silicon Wafer,1.68,2.77,3.58,18.756558,82.4,Sensors,S8
2548_A957,Al2O3,106.0,CVD,Silicon Wafer,2.34,3.19,2.83,10.624531,69.54,Optoelectronics,S24
644_A958,Graphene,94.5,Spin Coating,Quartz,1.99,3.43,3.81,69.379893,72.31,Sensors,S8
2836_A959,TiO2,70.0,Spin Coating,Silicon Wafer,1.79,4.02,0.95,83.603536,76.84,Transparent Conductors,S12
945_A960,ITO,111.2,CVD,Quartz,2.96,2.19,4.68,80.378666,95.26,Sensors,S13
1463_A961,SnO2,75.2,CVD,Silicon Wafer,2.03,2.58,1.49,55.652465,76.78,Transparent Conductors,S9
658_A962,ITO,115.0,Sputtering,Silicon Wafer,2.23,1.74,4.5,42.66149,84.66,Optoelectronics,S12
2703_A963,Al2O3,148.8,ALD,PET,1.87,2.1,1.5,71.948296,84.4,Transparent Conductors,S5
2894_A964,ITO,113.3,Sputtering,PET,2.66,2.55,1.65,21.673248,74.75,Optoelectronics,S18
