ID,Material,Film_Thickness_nm,Deposition_Method,Substrate,Refractive_Index,Bandgap_eV,Surface_Roughness_nm,Electrical_Conductivity_S_cm,Optical_Transmittance_%,Application,Source
2453,TiO2,63.7,Thermal Evaporation,Glass,1.54,3.83,4.2,80.0256,85.86,Sensors,S6
2454,ITO,47.0,ALD,Quartz,2.91,2.24,3.05,86.778474,93.9,Solar Cells,S3
2455,SnO2,89.1,Thermal Evaporation,Glass,1.75,1.24,3.18,46.820918,70.47,Optoelectronics,S25
2456,SnO2,100.5,Sputtering,PET,2.68,1.12,1.17,98.054355,88.7,Solar Cells,S5
2457,SnO2,119.8,ALD,Quartz,2.35,3.73,1.18,31.598748,85.18,Sensors,S1
2458,TiO2,88.3,CVD,Quartz,2.51,3.5,4.91,62.419969,84.86,Solar Cells,S15
2459,SiO2,97.2,Sputtering,Silicon Wafer,1.92,2.85,2.92,27.548116,92.4,Sensors,S16
2460,MoS2,73.7,ALD,Silicon Wafer,2.8,1.76,3.85,13.857329,76.45,Solar Cells,S7
2461,Al2O3,73.3,CVD,Quartz,2.53,3.95,1.14,10.637507,88.98,Sensors,S12
2462,SiO2,89.2,CVD,Glass,1.64,2.3,3.82,85.118997,77.96,Optoelectronics,S22
2463,MoS2,123.4,ALD,Quartz,1.78,1.48,4.68,66.692349,90.1,Transparent Conductors,S20
2464,TiO2,93.5,CVD,PET,1.54,2.21,1.02,13.253226,75.44,Sensors,S18
2465,SnO2,77.0,Spin Coating,Glass,2.86,3.56,3.64,51.745927,70.3,Sensors,S20
2466,Graphene,84.2,ALD,Glass,2.26,3.12,2.09,39.90897,79.14,Solar Cells,S1
2467,MoS2,34.5,Thermal Evaporation,Glass,1.62,3.2,4.02,3.639553,81.77,Transparent Conductors,S14
2468,Graphene,35.6,CVD,PET,1.65,3.95,2.89,3.357367,90.91,Sensors,S23
2469,Al2O3,145.8,ALD,PET,2.8,2.87,1.62,59.860261,74.01,Transparent Conductors,S5
2470,TiO2,65.0,CVD,Glass,2.71,2.57,4.08,95.060081,74.83,Transparent Conductors,S5
2471,MoS2,96.8,ALD,Silicon Wafer,2.5,3.54,4.98,64.713377,92.55,Transparent Conductors,S19
2472,Al2O3,141.5,ALD,Quartz,1.53,1.98,3.23,11.704691,92.65,Sensors,S19
2473,SiO2,136.1,ALD,Silicon Wafer,1.69,1.73,0.74,55.388095,71.39,Optoelectronics,S20
2474,SnO2,44.1,Sputtering,PET,2.79,1.18,0.97,96.612071,80.48,Transparent Conductors,S15
2475,ITO,93.5,Sputtering,PET,2.38,3.02,4.67,40.272482,74.12,Solar Cells,S19
2476,SiO2,137.8,ALD,Quartz,1.81,1.37,2.13,34.156777,91.64,Solar Cells,S20
2477,SiO2,114.9,Spin Coating,Glass,2.03,2.69,4.53,94.719571,74.83,Optoelectronics,S3
2478,MoS2,113.6,Sputtering,Quartz,2.19,3.46,2.57,54.524476,94.31,Optoelectronics,S17
2479,MoS2,126.8,Thermal Evaporation,Glass,1.55,1.68,3.7,11.781525,93.77,Sensors,S19
2480,Graphene,116.2,ALD,Silicon Wafer,2.59,1.13,4.25,71.052244,87.44,Solar Cells,S1
2481,ZnO,120.9,Thermal Evaporation,Quartz,2.84,1.92,1.21,34.317116,94.64,Optoelectronics,S22
2482,Graphene,67.7,CVD,Quartz,1.64,1.38,4.27,58.118112,87.67,Transparent Conductors,S7
2483,Graphene,81.6,Thermal Evaporation,Quartz,1.74,3.27,4.76,0.609984,94.09,Transparent Conductors,S11
2484,ITO,107.9,ALD,Quartz,1.8,1.17,3.97,10.906213,81.58,Sensors,S21
2485,MoS2,111.7,CVD,Quartz,2.44,1.07,3.6,85.191913,79.67,Solar Cells,S8
2486,ZnO,81.5,Thermal Evaporation,PET,2.6,3.86,1.26,89.258601,90.86,Transparent Conductors,S19
2487,SnO2,140.5,Thermal Evaporation,Silicon Wafer,2.39,2.1,3.91,17.101888,79.4,Optoelectronics,S21
2488,ITO,104.6,Thermal Evaporation,Glass,2.45,2.88,3.87,24.017644,88.27,Solar Cells,S12
2489,SnO2,72.3,ALD,PET,2.53,3.96,3.98,40.207867,93.52,Transparent Conductors,S9
2490,MoS2,127.6,Sputtering,Silicon Wafer,1.86,2.15,1.56,96.479607,82.72,Sensors,S22
2491,TiO2,127.6,Spin Coating,Silicon Wafer,2.9,1.44,1.88,25.542257,79.22,Optoelectronics,S7
2492,TiO2,79.4,Thermal Evaporation,Silicon Wafer,2.4,2.83,1.42,37.373881,87.98,Optoelectronics,S11
2493,Al2O3,128.7,Thermal Evaporation,Quartz,2.56,1.28,4.45,62.581899,83.43,Solar Cells,S23
2494,TiO2,117.4,Spin Coating,Silicon Wafer,2.39,3.1,2.44,14.906634,76.49,Solar Cells,S23
2495,ZnO,66.0,Thermal Evaporation,PET,1.83,1.47,0.8,54.877523,83.18,Solar Cells,S3
2496,TiO2,108.9,Thermal Evaporation,Glass,2.25,3.42,2.79,37.564866,78.77,Solar Cells,S15
2497,Graphene,117.7,Spin Coating,Quartz,2.57,1.59,2.96,12.665053,70.81,Transparent Conductors,S11
2498,ITO,86.1,Thermal Evaporation,Glass,2.04,3.41,0.62,18.265282,88.57,Transparent Conductors,S3
2499,SnO2,110.2,Sputtering,Quartz,2.92,1.34,2.35,49.595214,88.23,Transparent Conductors,S17
2500,SnO2,116.9,Sputtering,Silicon Wafer,1.94,2.18,2.53,10.942437,82.37,Optoelectronics,S12
2501,Al2O3,118.4,Thermal Evaporation,Quartz,2.45,3.04,1.32,49.11443,79.88,Transparent Conductors,S2
2502,SiO2,143.9,Spin Coating,Glass,1.73,1.01,4.63,18.442593,87.39,Solar Cells,S9
2503,ITO,142.9,ALD,Quartz,1.74,3.05,1.77,56.051366,90.71,Sensors,S17
2504,Graphene,102.3,Thermal Evaporation,Silicon Wafer,1.62,2.0,3.86,36.199579,70.06,Optoelectronics,S18
2505,Graphene,103.4,Sputtering,Quartz,1.91,1.46,3.27,2.939137,80.27,Transparent Conductors,S15
2506,TiO2,111.8,Thermal Evaporation,Silicon Wafer,2.18,2.59,4.39,20.720466,91.26,Transparent Conductors,S8
2507,Al2O3,133.5,CVD,Quartz,1.93,3.65,4.14,97.351088,85.28,Solar Cells,S2
2508,Graphene,108.2,Spin Coating,Silicon Wafer,2.09,1.91,1.63,16.544142,85.33,Transparent Conductors,S22
2509,TiO2,118.0,ALD,Quartz,1.53,2.16,1.87,23.788375,75.97,Transparent Conductors,S11
2510,ZnO,151.1,Spin Coating,Silicon Wafer,2.08,3.77,1.81,38.192397,83.79,Transparent Conductors,S9
2511,Al2O3,125.8,Spin Coating,Quartz,1.96,3.42,1.64,53.728128,73.15,Optoelectronics,S13
2512,Graphene,77.9,ALD,PET,1.8,1.89,3.65,28.093229,77.24,Optoelectronics,S23
2513,ITO,84.2,ALD,Quartz,2.67,2.17,3.37,86.56654,93.92,Sensors,S19
2514,Al2O3,88.4,CVD,PET,2.38,1.79,4.53,26.71525,82.49,Solar Cells,S7
2515,SiO2,118.8,CVD,Silicon Wafer,2.44,3.52,4.1,75.26209,79.13,Transparent Conductors,S17
2516,SnO2,99.0,CVD,Quartz,2.13,1.32,4.37,0.988568,94.08,Transparent Conductors,S3
2517,SnO2,35.9,Spin Coating,Silicon Wafer,1.77,2.62,1.34,94.026453,72.07,Transparent Conductors,S16
2518,Graphene,136.5,Sputtering,PET,1.8,2.41,1.49,27.024417,77.85,Solar Cells,S22
2519,TiO2,116.4,Sputtering,Silicon Wafer,2.55,3.68,3.44,70.631582,81.95,Transparent Conductors,S10
2520,TiO2,183.8,Sputtering,PET,2.53,1.71,3.24,8.175152,71.19,Solar Cells,S4
2521,MoS2,123.2,Spin Coating,PET,2.64,3.16,2.28,28.201353,76.71,Optoelectronics,S4
2522,ZnO,109.7,Spin Coating,Silicon Wafer,1.67,2.32,0.53,11.239694,70.25,Solar Cells,S10
2523,SnO2,91.5,Sputtering,Glass,1.88,3.14,2.6,61.468918,73.44,Transparent Conductors,S1
2524,SiO2,86.4,Sputtering,Silicon Wafer,1.96,2.6,4.08,99.398123,80.66,Optoelectronics,S15
2525,SnO2,136.1,Thermal Evaporation,Quartz,1.76,1.4,4.47,29.88832,83.41,Solar Cells,S2
2526,Al2O3,79.7,CVD,PET,1.65,2.8,4.54,81.821447,81.78,Transparent Conductors,S9
2527,ITO,107.0,Sputtering,Glass,2.3,2.96,2.95,20.870723,72.33,Optoelectronics,S25
2528,Graphene,116.3,Spin Coating,Glass,2.32,1.25,4.92,30.412316,75.82,Solar Cells,S16
2529,TiO2,139.0,ALD,Silicon Wafer,2.84,2.06,3.3,89.337631,85.54,Sensors,S21
2530,ZnO,99.5,CVD,Silicon Wafer,1.5,1.05,0.56,2.830932,94.81,Sensors,S21
2531,Al2O3,149.6,Sputtering,PET,2.29,1.48,1.43,47.101747,94.97,Transparent Conductors,S21
2532,MoS2,93.5,Spin Coating,PET,2.61,2.15,1.84,90.925393,91.9,Sensors,S23
2533,Graphene,93.7,Thermal Evaporation,PET,1.79,2.01,2.08,9.151572,83.64,Solar Cells,S24
2534,Al2O3,82.2,Thermal Evaporation,PET,2.91,2.67,3.62,15.34939,82.3,Optoelectronics,S16
2535,Al2O3,68.5,ALD,Silicon Wafer,2.68,3.65,3.57,30.952895,73.51,Transparent Conductors,S11
2536,TiO2,127.3,CVD,Silicon Wafer,2.43,1.27,1.62,37.000435,83.94,Solar Cells,S22
2537,Al2O3,135.9,Sputtering,Silicon Wafer,1.96,1.42,3.99,91.082571,74.51,Sensors,S6
2538,TiO2,47.3,Sputtering,Glass,2.43,1.92,0.68,76.216543,88.64,Solar Cells,S14
2539,SiO2,129.5,Sputtering,Silicon Wafer,2.8,1.29,2.18,48.786652,92.95,Transparent Conductors,S4
2540,TiO2,94.1,CVD,Quartz,2.58,1.39,4.88,75.269217,90.06,Optoelectronics,S15
2541,Al2O3,138.5,Sputtering,Silicon Wafer,2.48,1.94,2.29,73.368834,78.22,Solar Cells,S2
2542,Graphene,105.0,Spin Coating,Quartz,2.16,2.73,2.28,66.965142,78.36,Sensors,S24
2543,MoS2,84.4,Spin Coating,PET,2.73,1.37,2.78,90.621274,82.85,Transparent Conductors,S16
2544,TiO2,89.3,Sputtering,Glass,1.84,1.16,1.29,7.754564,89.94,Transparent Conductors,S24
2545,TiO2,119.4,Thermal Evaporation,PET,1.75,3.71,2.71,80.02167,83.27,Solar Cells,S19
2546,SiO2,134.1,CVD,Silicon Wafer,1.75,2.39,2.8,33.402981,84.21,Transparent Conductors,S2
2547,TiO2,124.8,ALD,Quartz,2.05,1.78,2.23,83.863231,89.29,Optoelectronics,S17
2548,Al2O3,102.0,CVD,Silicon Wafer,2.33,3.21,2.77,11.725674,71.03,Optoelectronics,S24
2549,ITO,152.1,Thermal Evaporation,Quartz,2.58,2.94,3.19,7.070891,79.12,Sensors,S2
2550,SiO2,101.3,Spin Coating,PET,1.91,1.25,3.61,33.644211,75.54,Transparent Conductors,S6
2551,SiO2,110.1,Spin Coating,PET,2.42,2.09,1.23,89.154384,88.83,Optoelectronics,S8
2552,SiO2,180.0,Spin Coating,Silicon Wafer,2.14,2.51,2.42,82.232419,92.24,Sensors,S14
2553,SnO2,75.3,Spin Coating,Glass,1.67,2.63,1.71,80.450149,80.07,Optoelectronics,S8
2554,SiO2,92.5,Sputtering,Quartz,1.55,3.59,4.79,11.644359,86.2,Solar Cells,S5
2555,MoS2,94.1,Thermal Evaporation,Quartz,1.84,3.91,1.93,70.829578,79.32,Transparent Conductors,S14
2556,MoS2,106.6,Sputtering,Quartz,2.12,2.13,3.21,80.061138,88.17,Solar Cells,S5
2557,TiO2,141.2,Sputtering,PET,1.93,1.35,3.04,93.47691,86.39,Sensors,S8
2558,Graphene,71.0,CVD,Silicon Wafer,2.08,3.61,3.6,33.744332,71.98,Solar Cells,S19
2559,Al2O3,119.6,CVD,Glass,2.84,2.74,4.09,91.48035,84.88,Optoelectronics,S8
2560,ITO,102.4,Spin Coating,Silicon Wafer,2.53,3.49,4.23,1.296854,93.93,Sensors,S16
2561,Al2O3,119.1,ALD,Quartz,1.61,1.33,3.52,87.754916,89.55,Solar Cells,S1
2562,MoS2,72.5,Sputtering,Quartz,2.65,2.72,2.66,75.725929,93.89,Solar Cells,S12
2563,Graphene,77.8,Sputtering,PET,2.85,1.2,0.91,7.846562,83.09,Sensors,S22
2564,MoS2,73.5,Sputtering,Glass,2.05,3.06,3.58,9.761214,89.44,Sensors,S24
2565,Graphene,107.9,Sputtering,PET,2.68,3.06,1.0,18.014465,74.28,Optoelectronics,S15
2566,TiO2,154.3,ALD,Glass,2.02,3.85,3.03,51.311576,73.74,Transparent Conductors,S14
2567,MoS2,34.1,Sputtering,Silicon Wafer,2.47,3.22,2.53,37.951724,80.13,Optoelectronics,S14
2568,Al2O3,64.5,CVD,Glass,2.0,3.19,4.4,47.692779,80.61,Sensors,S25
2569,SnO2,169.0,Sputtering,Glass,2.59,3.15,1.88,59.258043,71.95,Transparent Conductors,S24
2570,TiO2,163.9,ALD,PET,1.68,1.71,2.99,31.903369,90.33,Solar Cells,S5
2571,MoS2,71.5,Spin Coating,Quartz,2.92,2.27,3.44,95.777738,83.63,Transparent Conductors,S13
2572,MoS2,55.0,CVD,Quartz,1.88,3.81,4.58,80.827911,91.89,Transparent Conductors,S12
2573,MoS2,81.9,CVD,Silicon Wafer,2.93,2.31,1.49,5.043772,76.65,Solar Cells,S24
2574,Al2O3,143.4,Sputtering,Glass,2.11,3.95,3.86,24.819382,93.33,Transparent Conductors,S8
2575,ITO,106.2,CVD,PET,1.57,2.29,2.49,38.368256,78.69,Transparent Conductors,S21
2576,SnO2,171.6,Spin Coating,Quartz,2.98,1.38,4.23,32.952521,73.55,Solar Cells,S20
2577,SnO2,94.0,ALD,Glass,2.47,2.13,1.85,91.113431,94.06,Optoelectronics,S3
2578,SnO2,98.5,ALD,Silicon Wafer,1.85,2.49,0.86,70.122545,85.43,Solar Cells,S5
2579,ZnO,138.4,ALD,Silicon Wafer,1.53,1.1,2.95,84.520634,77.55,Transparent Conductors,S1
2580,SiO2,89.1,Spin Coating,Glass,2.54,2.37,4.46,30.207878,77.57,Optoelectronics,S19
2581,SiO2,52.1,ALD,Silicon Wafer,1.72,3.05,1.5,83.932342,72.01,Optoelectronics,S14
2582,Al2O3,102.1,Thermal Evaporation,Silicon Wafer,1.92,2.65,3.86,54.768239,91.21,Transparent Conductors,S1
2583,ITO,117.1,ALD,Glass,2.06,1.12,4.84,66.866112,70.07,Optoelectronics,S2
2584,SiO2,132.2,CVD,Silicon Wafer,2.79,2.2,2.28,86.59014,73.24,Solar Cells,S9
2585,MoS2,74.5,ALD,PET,1.66,3.16,2.11,51.032371,90.71,Sensors,S20
2586,Graphene,75.1,Spin Coating,Glass,1.65,3.22,1.99,11.157996,76.82,Optoelectronics,S3
2587,Graphene,100.0,CVD,Silicon Wafer,1.99,3.28,4.22,86.32542,93.55,Transparent Conductors,S11
2588,Graphene,56.7,CVD,Silicon Wafer,2.92,1.12,1.42,14.526885,93.87,Optoelectronics,S13
2589,ITO,104.8,Thermal Evaporation,PET,2.36,3.49,3.41,29.331512,92.1,Sensors,S2
2590,SnO2,100.2,Sputtering,Silicon Wafer,2.95,3.61,0.6,48.262351,80.97,Sensors,S3
2591,SiO2,100.6,ALD,Silicon Wafer,2.5,1.39,0.86,76.095051,75.3,Sensors,S7
2592,Graphene,90.8,Thermal Evaporation,Quartz,1.9,2.3,2.85,83.288177,91.72,Transparent Conductors,S5
2593,SiO2,117.5,Thermal Evaporation,Silicon Wafer,2.16,2.08,3.26,68.366287,85.14,Sensors,S25
2594,ITO,105.3,ALD,Quartz,1.75,3.14,3.03,98.094548,78.33,Solar Cells,S5
2595,Al2O3,136.8,CVD,Quartz,1.6,2.5,4.13,58.778822,93.66,Optoelectronics,S3
2596,ITO,96.8,CVD,Quartz,2.22,4.0,3.79,78.116829,79.13,Sensors,S10
2597,ZnO,138.1,ALD,Glass,2.28,2.09,1.08,81.148396,92.86,Solar Cells,S18
2598,Al2O3,91.8,Thermal Evaporation,PET,1.96,3.2,4.84,78.372008,87.56,Sensors,S2
2599,Graphene,88.8,Sputtering,Silicon Wafer,2.37,3.76,1.34,79.625959,88.03,Solar Cells,S6
2600,SnO2,120.2,CVD,Glass,2.61,3.6,3.27,20.458886,91.26,Solar Cells,S4
2601,Al2O3,115.1,ALD,PET,1.55,3.08,2.7,45.695413,90.32,Transparent Conductors,S16
2602,TiO2,98.2,CVD,PET,2.07,1.45,0.83,65.729837,88.03,Optoelectronics,S14
2603,SnO2,113.0,CVD,Silicon Wafer,1.58,3.17,2.71,50.979033,85.11,Transparent Conductors,S14
2604,SiO2,100.7,Sputtering,Quartz,2.69,3.01,2.59,34.548221,72.7,Sensors,S13
2605,ZnO,99.0,Spin Coating,PET,2.25,3.53,3.47,66.577812,77.01,Solar Cells,S5
2606,Graphene,132.2,CVD,Glass,1.88,3.33,1.84,27.749361,94.72,Optoelectronics,S14
2607,MoS2,116.7,Sputtering,Silicon Wafer,1.98,1.64,2.77,38.033348,85.85,Transparent Conductors,S8
2608,MoS2,79.8,Spin Coating,Glass,1.67,2.34,2.98,48.107557,91.25,Optoelectronics,S17
2609,MoS2,54.9,CVD,Silicon Wafer,1.9,3.59,3.8,3.709876,91.52,Sensors,S17
2610,Al2O3,101.5,CVD,Silicon Wafer,2.61,3.03,2.75,22.15523,70.86,Sensors,S20
2611,MoS2,129.2,Sputtering,Glass,2.97,2.76,3.22,20.447701,85.54,Sensors,S2
2612,TiO2,28.7,Sputtering,Glass,2.8,3.45,2.32,34.940471,93.68,Transparent Conductors,S24
2613,TiO2,151.0,ALD,Silicon Wafer,2.89,3.69,3.83,32.502935,93.96,Transparent Conductors,S23
2614,TiO2,54.3,Thermal Evaporation,Quartz,2.5,2.73,2.0,67.682701,84.67,Transparent Conductors,S2
2615,Al2O3,110.1,CVD,Silicon Wafer,1.76,3.69,3.59,61.02941,93.14,Sensors,S10
2616,ITO,109.8,Spin Coating,PET,2.13,3.81,1.22,99.713541,82.07,Solar Cells,S25
2617,MoS2,141.7,Spin Coating,PET,2.63,1.72,2.14,14.699954,92.39,Sensors,S21
2618,Graphene,118.5,Spin Coating,PET,2.18,3.93,3.58,95.680982,71.04,Optoelectronics,S6
2619,Graphene,131.8,Spin Coating,Quartz,2.42,2.94,2.14,1.025739,88.17,Solar Cells,S17
2620,ZnO,103.8,ALD,Quartz,2.69,2.03,1.95,93.532045,94.29,Solar Cells,S22
2621,Al2O3,88.7,Thermal Evaporation,PET,1.6,2.89,1.51,39.736587,85.52,Sensors,S20
2622,TiO2,135.3,ALD,Quartz,2.44,1.16,4.09,97.918462,83.03,Solar Cells,S6
2623,Graphene,88.6,ALD,Glass,2.2,3.86,4.77,73.065433,75.53,Optoelectronics,S19
2624,TiO2,112.0,Spin Coating,Glass,1.55,2.2,4.88,45.848567,82.72,Solar Cells,S11
2625,SnO2,124.2,CVD,PET,1.55,3.08,2.32,6.022847,74.18,Transparent Conductors,S3
2626,Al2O3,61.7,Sputtering,PET,2.31,3.51,4.7,69.358899,72.23,Optoelectronics,S4
2627,SiO2,70.0,CVD,PET,2.44,3.47,4.79,47.33959,77.32,Optoelectronics,S9
2628,Graphene,73.4,CVD,PET,1.66,3.44,1.14,97.684412,76.18,Transparent Conductors,S22
2629,Al2O3,107.3,Sputtering,Glass,2.49,1.58,0.74,34.933371,70.47,Solar Cells,S18
2630,Graphene,130.9,Spin Coating,Quartz,2.81,3.48,2.96,80.028674,90.79,Transparent Conductors,S4
2631,MoS2,70.3,Thermal Evaporation,Glass,1.7,2.62,3.12,94.014477,79.82,Sensors,S21
2632,SiO2,132.9,Spin Coating,Glass,2.02,2.32,4.18,52.161701,71.57,Transparent Conductors,S5
2633,ZnO,140.6,CVD,Silicon Wafer,1.9,3.37,1.52,84.792874,82.71,Sensors,S22
2634,MoS2,122.0,ALD,Glass,1.83,3.4,3.55,80.979757,89.82,Sensors,S3
2635,Graphene,111.7,Thermal Evaporation,Glass,2.28,2.76,0.86,8.27215,83.13,Sensors,S14
2636,MoS2,18.0,CVD,Silicon Wafer,2.03,1.54,4.27,7.195177,93.74,Transparent Conductors,S16
2637,SiO2,106.8,CVD,Silicon Wafer,1.67,1.8,2.15,28.99901,85.72,Transparent Conductors,S17
2638,SnO2,51.6,Sputtering,PET,2.93,3.56,2.17,58.709403,94.05,Transparent Conductors,S1
2639,Al2O3,85.4,Thermal Evaporation,Glass,2.82,1.29,0.76,99.697555,80.32,Sensors,S10
2640,SiO2,106.8,Sputtering,Silicon Wafer,1.67,3.33,3.97,57.667188,89.62,Sensors,S23
2641,Graphene,132.6,Thermal Evaporation,Silicon Wafer,1.87,2.49,2.72,72.489927,93.84,Solar Cells,S2
2642,ZnO,82.5,ALD,Silicon Wafer,2.27,1.47,2.73,73.573134,74.66,Transparent Conductors,S20
2643,MoS2,91.1,CVD,Silicon Wafer,2.45,1.33,1.52,90.947011,80.42,Sensors,S2
2644,Graphene,112.1,Spin Coating,Glass,2.97,2.82,4.26,63.987559,74.61,Transparent Conductors,S25
2645,Graphene,98.5,Spin Coating,Silicon Wafer,2.51,3.98,2.53,72.978091,80.69,Transparent Conductors,S1
2646,TiO2,0.2,Thermal Evaporation,PET,2.77,1.78,1.01,55.509108,93.68,Optoelectronics,S9
2647,ITO,114.1,CVD,Quartz,2.53,1.26,1.57,29.298739,88.01,Sensors,S2
2648,ITO,102.6,CVD,Glass,1.8,3.69,4.34,61.903037,91.03,Sensors,S19
2649,SnO2,23.0,Sputtering,Silicon Wafer,1.81,2.32,3.29,52.712922,70.58,Optoelectronics,S17
2650,TiO2,136.5,ALD,Quartz,2.38,2.1,2.97,85.62067,78.57,Optoelectronics,S13
2651,ITO,98.7,Sputtering,Quartz,2.02,2.9,3.11,28.815534,81.46,Solar Cells,S1
2652,TiO2,131.8,ALD,Glass,2.78,3.87,2.46,1.994199,75.9,Transparent Conductors,S20
2653,ITO,104.3,CVD,Quartz,2.95,3.05,1.4,56.155471,77.33,Optoelectronics,S18
2654,TiO2,125.6,ALD,Quartz,2.01,2.96,4.3,6.288373,72.93,Optoelectronics,S20
2655,ITO,111.4,Spin Coating,Glass,1.97,1.99,1.29,3.573044,76.53,Solar Cells,S25
2656,Graphene,114.9,ALD,PET,2.78,2.07,2.61,67.302171,81.96,Optoelectronics,S13
2657,SnO2,122.4,Sputtering,PET,2.27,3.8,0.77,81.661197,85.71,Solar Cells,S7
2658,Graphene,94.4,Sputtering,Quartz,2.58,2.77,0.99,82.459271,89.03,Solar Cells,S13
2659,MoS2,126.8,Spin Coating,Glass,1.86,2.69,2.22,11.837071,92.41,Solar Cells,S17
2660,TiO2,67.8,Spin Coating,Quartz,2.26,1.98,4.72,36.192126,88.44,Sensors,S2
2661,Graphene,115.6,CVD,Quartz,2.01,2.01,1.11,66.422313,87.57,Optoelectronics,S8
2662,Al2O3,65.9,Sputtering,PET,2.76,2.65,2.47,71.883661,72.75,Sensors,S4
2663,SnO2,116.8,CVD,Silicon Wafer,1.53,3.92,2.05,31.774571,71.56,Solar Cells,S3
2664,TiO2,83.6,Spin Coating,PET,1.68,3.33,4.47,96.912074,70.49,Solar Cells,S21
2665,ITO,159.6,Sputtering,Quartz,2.81,2.42,4.0,78.692519,91.74,Sensors,S22
2666,Graphene,78.7,ALD,Quartz,2.29,2.35,2.97,18.16698,91.77,Optoelectronics,S25
2667,SiO2,56.7,Spin Coating,PET,2.67,2.58,2.21,36.344291,87.32,Optoelectronics,S6
2668,ITO,55.8,Sputtering,Quartz,2.48,2.16,3.77,36.937051,79.39,Solar Cells,S20
2669,ZnO,121.8,Thermal Evaporation,Silicon Wafer,1.82,2.59,0.7,16.137058,78.24,Optoelectronics,S15
2670,Graphene,132.3,ALD,Glass,2.42,3.65,0.96,15.247098,78.78,Transparent Conductors,S25
2671,ZnO,77.3,ALD,PET,2.27,3.7,3.1,60.993851,88.48,Transparent Conductors,S20
2672,ITO,84.7,Spin Coating,Glass,2.39,3.09,1.09,98.241026,91.19,Solar Cells,S23
2673,Graphene,62.1,Sputtering,Silicon Wafer,1.98,2.44,4.51,81.285262,74.38,Transparent Conductors,S17
2674,TiO2,114.5,CVD,Glass,2.97,1.11,3.32,21.561085,81.43,Solar Cells,S15
2675,Al2O3,97.8,CVD,PET,2.44,1.13,4.94,3.687509,88.46,Optoelectronics,S11
2676,MoS2,80.5,Thermal Evaporation,PET,2.08,3.06,0.78,70.059056,77.61,Sensors,S22
2677,Al2O3,100.8,Thermal Evaporation,Glass,1.75,1.42,3.17,72.815417,88.51,Sensors,S7
2678,MoS2,88.9,ALD,Silicon Wafer,1.8,2.06,0.85,33.405387,75.5,Transparent Conductors,S4
2679,Al2O3,66.4,CVD,PET,2.31,3.4,3.22,47.037337,93.48,Transparent Conductors,S8
2680,SiO2,99.9,CVD,Quartz,2.23,3.4,1.4,27.226975,74.16,Solar Cells,S7
2681,ITO,105.1,ALD,Quartz,1.98,2.12,2.61,92.787364,92.27,Transparent Conductors,S24
2682,MoS2,64.3,Thermal Evaporation,Glass,2.31,1.14,1.19,77.075511,72.66,Solar Cells,S13
2683,MoS2,117.6,Spin Coating,Glass,2.2,3.49,1.83,99.945858,93.99,Transparent Conductors,S18
2684,ITO,15.7,CVD,Glass,2.97,2.44,1.78,93.334064,75.7,Optoelectronics,S22
2685,SnO2,121.9,ALD,PET,2.77,1.25,2.75,78.654595,78.19,Solar Cells,S12
2686,Al2O3,94.4,Thermal Evaporation,Silicon Wafer,1.82,2.63,1.82,16.965041,72.73,Sensors,S3
2687,Al2O3,161.4,Sputtering,Glass,2.67,2.69,4.54,7.977934,74.46,Sensors,S19
2688,MoS2,139.1,CVD,Quartz,2.64,2.92,1.8,19.838707,79.36,Optoelectronics,S5
2689,ZnO,72.2,Spin Coating,PET,1.83,2.71,4.25,7.829086,93.73,Sensors,S14
2690,Al2O3,146.2,ALD,Glass,2.07,3.48,3.46,33.819269,73.02,Optoelectronics,S20
2691,TiO2,103.2,Spin Coating,Quartz,1.83,1.87,3.23,26.875001,93.02,Transparent Conductors,S6
2692,SiO2,94.1,ALD,Quartz,1.84,2.62,3.93,99.541243,71.02,Optoelectronics,S9
2693,MoS2,99.4,CVD,Glass,1.76,3.41,4.86,87.324396,90.83,Transparent Conductors,S5
2694,TiO2,110.1,Spin Coating,PET,2.72,1.53,3.5,23.868125,92.91,Solar Cells,S2
2695,ITO,142.4,Sputtering,Quartz,2.73,1.04,3.8,36.945978,88.82,Optoelectronics,S6
2696,ZnO,74.4,Thermal Evaporation,PET,1.6,1.01,3.36,79.572312,72.09,Optoelectronics,S13
2697,SiO2,92.7,CVD,Silicon Wafer,1.55,2.03,3.3,41.013819,76.16,Sensors,S18
2698,ZnO,110.6,ALD,Quartz,2.78,3.49,2.58,90.024243,90.01,Solar Cells,S24
2699,ZnO,108.2,Spin Coating,Quartz,2.85,2.5,0.86,60.749077,94.0,Solar Cells,S25
2700,TiO2,90.5,CVD,Silicon Wafer,2.5,2.88,3.11,3.080374,92.77,Optoelectronics,S8
2701,MoS2,76.1,Sputtering,PET,1.88,2.02,2.7,93.589042,86.12,Optoelectronics,S9
2702,Graphene,121.1,ALD,Glass,2.7,2.48,3.3,20.550286,90.38,Sensors,S22
2703,Al2O3,144.5,ALD,PET,1.82,2.19,1.49,74.366133,84.16,Transparent Conductors,S5
2704,SiO2,96.5,Spin Coating,PET,1.95,1.37,4.88,97.655314,79.51,Sensors,S4
2705,MoS2,127.5,ALD,PET,2.03,1.58,1.69,70.392091,86.27,Transparent Conductors,S9
2706,MoS2,125.8,Spin Coating,Quartz,2.05,1.22,2.03,55.70447,89.06,Sensors,S6
